"Data Source","World Development Indicators",

"Last Updated Date","2019-10-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"IDA total","IDA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","57653","57665","57742","57774","57944.5","58405.8","57855.8","57834.45","57888.02","57911.37","57638.955483871","62694.455483871","62820.455483871","61885.815483871","62668.815483871","63128.905483871","58509.035483871","62018.445483871","58513.445483871","58664.435483871","61677.935483871","58128.935483871","62217.935483871","62331.935483871","63000.935483871","62019.935483871","61447.935483871","61430.935483871","61146.935483871","60715.935483871","60717.935483871","60952.935483871","60491.935483871","60491.435483871","60490.935483871","61969.935483871","62035.935483871","","",
"IDA blend","IDB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","21183","21183","21198","21170","21152.5","21155.8","20611.8","20762.8","20763.37","20744.37","20744.37","25405.87","24904.87","24894.87","25675.87","26081.87","21541","24936","21431","21431","25177","21630","25742","25742","25511","24663","24750","24733","24787","24792","24789","24824","24758","24757.5","24757","26253","26319","","",
"Indonesia","IDN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6441","6441","6441","6458","","","","","","","3370","5213","5279","","4684","","","","","","","","",
"IDA only","IDX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","36470","36482","36544","36604","36792","37250","37244","37071.65","37124.65","37167","36894.585483871","37288.585483871","37915.585483871","36990.945483871","36992.945483871","37047.035483871","36968.035483871","37082.445483871","37082.445483871","37233.435483871","36500.935483871","36498.935483871","36475.935483871","36589.935483871","37489.935483871","37356.935483871","36697.935483871","36697.935483871","36359.935483871","35923.935483871","35928.935483871","36128.935483871","35733.935483871","35733.935483871","35733.935483871","35716.935483871","35716.935483871","","",
"Isle of Man","IMN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62915","62725","62495","62810","62759","63028","63140","63122","63221","63485","63332","63327","63273","64015","63974","64460","64600","65436","65808","66030","66687","67368","",
"Not classified","INX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1954","1945","1909","1909","1919","1919","1919","1919","1919","1919","1919","1919","1919","1919","1919","1919","1919","1894","1458","1458","2174","1888","",
"Iran, Islamic Rep.","IRN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5372","5733","6002","6005","6042","6048","6152","6154","6405","7131","7265","7335","7554.5","7903.5","8216.5","8367.5","8368","8592.5","8559.5","8559.5","8576","9021","",
"Iraq","IRQ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2339","2799","2339","2603","2603","2018","2339","1898","1898","1898","2032","","2025","","2138","","","","2370","","","","",
"Iceland","ISL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","610","610","666","663","669","676","676","615","853","910","941","958","1043.203","1051.911","1034","1078.937","1142.544","1153","1194","1277.35","1340.105","1495","",
"Italy","ITA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16014","16030","16080","16092","16295","16357","16307","16288","16285.5","16751","16627.1","16667.3","16860.9","17003.842","16703.7","16726.4","16741.6","16751.6","16722.6","16723.8","","16787.2","",
"Jamaica","JAM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293","293","293","293","292","292","507","506","508","508","293","293.7","508.2","508.5","508.2","","","","","","293","293","",
"Japan","JPN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20223","20243","20170","29804","29799","29809","22197","20067.3","27591.3","20052.3","20049.5","20047.6","20036.3","24506","20140.3","20087.4","19435.4","19435.5","16703.2","16704.4","12835.4","16976.4","",
"Kazakhstan","KAZ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13537","13660","13642","13601","13545","13597","13597","13770","14203","14204","14205","14205","14205","14192.2","14184.1","14319.4","14758.9","14767.1","14767.1","14767.1","15529","16040.3","",
"Kenya","KEN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2778","2634","2634","2634","2634","2634","2634","2634","1917","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417","417","417","417","417","417","417","417","417","417","417","417","417.2","417","417.2","417.2","417.2","417","424","424","424","424","",
"Cambodia","KHM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","601","601","650","650","601","603","603","650","650","","","","","","","","","","","","","","",
"Kiribati","KIR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3120","3118","3125","3118","3123","3125","3129","3140","3374","3392","3392","3399","3381","3378","3618.3","3637.2","3650.1","3666.1","3668.3","3944","4071","4191.7","",
"Kuwait","KWT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","66393","66204","67384","67393","67181","67117","67237.5","67013.5","67069.5","72370.5","72018.1","71922.1","72023.1","72061.1","71474.9","71288","77167.02","76699","76699","76699","76639","76639","76639","76639","76639","104336","104336","104509","104632","93938","93938","93847","93847","93847","93938","93938","93938","","",
"Lao PDR","LAO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401","","","","","","","","","","","","","","","","",
"Liberia","LBR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","77161","77017","78157","77887","77518","77335","77508.5","76973.5","77029.5","82330.5","81925.1","81829.1","81930.1","81970.4","81384.2","81197.3","87086.02","86618","86618","86618","86558","86265","85970","85972","85634","113331","113237","113410","113523","102283","102283","102360","102369","102369","102460","102460","102460","","",
"Least developed countries: UN classification","LDC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","32795","32795","32795","32795","32976","32976","32880","32677.65","32674.65","32675","32845.585483871","32870.585483871","32870.585483871","32828.945483871","32830.945483871","32897.035483871","32818.035483871","32932.445483871","32932.445483871","33083.435483871","32104.935483871","32102.935483871","32079.935483871","32169.935483871","33069.935483871","32005.935483871","32005.935483871","32005.935483871","31595.935483871","31159.935483871","31159.935483871","31359.935483871","30964.935483871","30964.935483871","30964.935483871","30964.935483871","30964.935483871","","",
"Low income","LIC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","19248","19258","19320","19380","19387","19845","19950","19980","20036","20090","20090","20126","20752","19869","19869","20124","20045","20132","20132","20248.5","19511","19509","19508","19508","19508","19328","18669","18669","19264","18898","18903","18903","18903","18903","18903","18879","18879","","",
"Liechtenstein","LIE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1491","1491","1491","1463","","","","","","","","1463","","","","1148.3","1148.11","1254.23","","1567","1561.706","","",
"Lower middle income","LMC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","143419.7","143488.7","143787.7","143840.7","144467.2","145782.5","145229.5","145481.15","145587.72","145759.07","145080.655483871","148204.155483871","147590.155483871","146990.515483871","147760.515483871","148343.605483871","143919.735483871","147650.145483871","144995.445483871","144394.275483871","148231.935483871","144874.935483871","148420.935483871","148623.935483871","149250.935483871","148775.935483871","149083.935483871","148951.935483871","147795.935483871","147380.935483871","148104.935483871","148319.935483871","147836.935483871","147836.435483871","150748.935483871","151117.165483871","150971.935483871","","",
"Low & middle income","LMY","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","458647.9","458404.9","460357.9","461624.9","462113.4","466108.7","466327.2","466412.85","467208.42","471065.77","477477.018483871","478326.855483871","480080.455483871","478443.615483871","479541.415483871","478810.605483871","481720.597589134","486209.145483871","483345.445483871","483073.775483871","489527.935483871","486003.935483871","489228.935483871","487473.935483871","488367.935483871","517990.935483871","518994.935483871","522600.935483871","520278.935483871","512277.935483871","514709.935483871","516307.935483871","515635.935483871","515443.375483871","520203.935483871","520643.755483871","521164.085483871","","",
"Lesotho","LSO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","236650.9","236877.9","237288.9","238057.9","237649.9","239681.9","240032.9","239584.9","239935.9","240793.9","243772.9","241800.3","240769.9","245036","244288","244029","243690.542105263","243666.7","243225","244041","244599","241612","241040","241529","240942","268679","269852","268676","266423","271107","271702","272970","272542","271646.6","275051","274057.07","274674.06","","",
"Lithuania","LTU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1997","1998","1998","1905","1905","1696","1775","1774","1782","1771","1771","1766","1765","1767","1767","1767","1767","1767","1767","1877","1911","1911","",
"Luxembourg","LUX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","274","274","274","274","274","274","274","275","275","275","275","275","275","275","275","275","275","275","275","275","275","275","",
"Latvia","LVA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2413","2413","2413","2413","2331","2305","2270","2270","2270","2270","2269","2265","2263","1883","1897","1865","1864","1859","1859","1859.6","1859.6","1859.6","",
"Macao SAR, China","MAC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1907","1989","2190","2109","2109","2109","2109","2109","2109","2109","2109","",
"Monaco","MCO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1326","1322","1219","1140","1139","1121","1120","1111","1075","1075","1154","1153.6","1157.1","1157.1","1156.9","1156.9","1156.9","1156.9","1156","1151","1151","1151","",
"Madagascar","MDG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","883","883","883","883","883","883","883","","","","","854","","673","673","673","673","673","673","","","","",
"Maldives","MDV","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","22598","22487","22723","23080","23378","25162","25396","25558","25910","25682","24991","24756","25044","23473","23700","24324","24344","24796","25147","25428","25982","26484","25406","25719","25927","27262","27097","27150","27405","27687","27715","30586","30586","30659.34","32046","30121.79","30201.05","","",
"Mexico","MEX","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7932","","","12035","","","","","","","11891","11903","11905","14280","",
"Marshall Islands","MHL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","439399.9","439146.9","441037.9","442244.9","442726.4","446263.7","446377.2","446432.85","447172.42","450975.77","457387.018483871","458200.855483871","459328.455483871","458574.615483871","459672.415483871","458686.605483871","461675.597589134","466077.145483871","463213.445483871","462825.275483871","470016.935483871","466494.935483871","469720.935483871","467965.935483871","468859.935483871","498662.935483871","500325.935483871","503931.935483871","501014.935483871","493379.935483871","495806.935483871","497404.935483871","496732.935483871","496540.375483871","501300.935483871","501764.755483871","502285.085483871","","",
"North Macedonia","MKD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","699","699","699","699","699","699","699","699","699","699","699","699","699","699","699","699","699","699","699","683","683","683","",
"Mali","MLI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","729","729","729","729","734","734","733","","","","","","","","","","","","","","","","",
"Malta","MLT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4746","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","21208","21099","21311","21379","21491","23275","23503","23673","24024","23796","23412","23177","23453","21882","22086","22696","22716","23168","23519","23800","24414","24418","23652","23653","23684","25343","25172","25172","25380","25662","25661","28095","28095","28094.34","29441","27432.44","27448.94","","",
"Montenegro","MNE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249","249","248","248","249","249","249","249","239.2","239.2","249","249","249","249","249","",
"Mongolia","MNG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1810","1810","1810","1810","1810","1810","1810","1810","1810","1810","1810","1810","1810","1810","1814","1815","1810","1810","1822.5","1810","1810","1810","",
"Northern Mariana Islands","MNP","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3123","3109","3114","3114","3114","3131","3131","3131","3070","3070","","3116","3116","3116","3116","3116","","","","","","","",
"Mauritania","MRT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","717","","","","","728","728","728","728","","","","","","","","",
"Mauritius","MUS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","797","","","","","","","","","","","",
"Malaysia","MYS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2227","1614","1614","1622","1636","1636","1636","1667","1667","1667","1667","1667","1664.965","1665","2209.715","2250.284","","","","","","","",
"North America","NAC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","318348.935483871","314055.387096774","309157","305022.741935484","296855.064516129","286848.225806452","276612.838709677","263966.064516129","256441.870967742","251088.64516129","243866.064516129","238814.451612903","233056.387096774","228812.838709677","227049.935483871","225327.35483871","227870.517296862","222128.32689211","219619.47020934","217783.721417069","217493","215186.297906602","218374.703703704","216766.00805153","216766.00805153","216766.00805153","284668","283748","284274","284550","286858","280220","280220","280220","280349","280349","280349","","",
"Namibia","NAM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3557","3557","3557","3557","3557","3557","3505","3505","3528","3528","","","","","","","","","","","","","",
"Nicaragua","NIC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2739","2805","2808","2808","2802","2809","2806","2811","2811","2813","2776","2895.561","2896","2886","3016","","","","","","","","",
"Norway","NOR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4021","4021","4006","4179","4179","4178","4077","4077","4077","4087","4087","4114","4114","","","4154","","","4219","4209","4126","4134","",
"Nepal","NPL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3913","3913","3908","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","557178.435483871","552923.387096774","551088.1","546742.941935484","537283.064516129","525336.925806452","513949.938709677","499385.664516129","491046.470967742","488833.54516129","520858.364516129","515635.851612903","505553.887096774","516095.838709677","512571.335483871","511185.35483871","517047.517296862","511324.32689211","508180.47020934","507454.721417069","506910","497675.297906602","500789.703703704","499509.00805153","496853.00805153","498855.00805153","570559","565891","567515","570975","590001","569190","563994","564226","563063","559740.83","559013.52","","",
"Oman","OMN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","5685","5702","5702","5702","5702","5711","6018","6018","6020","6061","6060","6060","6052","6058","6058","6055","6185","6165","6165","6133","6133","6049","6049","6041","6041","6120","5962","6123","5977","6090","5948","5953","5953","5953","5953","6177","6390","","",
"Pakistan","PAK","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7792","7792","7792","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","7791","","","7791","7791","7791","7791","",
"Panama","PAN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485","485","485","485","485","","","","","","","","","","","","","","","","","","",
"Peru","PER","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1613","1691","1639","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456","468","491","491","","","","","","","","","479","","","","","","","509","509","","",
"Palau","PLW","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23420","23328","23210","22891","22560","20134","20223","19900","19617","19599","19429","19419","19627","19764","19702","19725","19617","18959","18942","18510","18429","18513","",
"Pre-demographic dividend","PRE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","34927","34929","34929","34901","35046.5","35046.8","35100.8","34959.8","34956.5","34925.5","34499.5","34411","33911","33899","34682","35142","31506","35098","31593","31709.5","34472","30923","34532","34532","35201","33354","33362","33354","33101","32658","32658","32971","32576","32575.5","32575","32575","32575","","",
"Puerto Rico","PRI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5214","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850","2856","2794","2813","2814","2814","2881","2818","2849","2839","2839","2838","2842","2842","2842","2794","2541.254","2544.349","2545.96","2545.96","2545.96","2545.96","",
"Paraguay","PRY","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441","441","441","441","441","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","532893.435483871","528645.387096774","525485.1","521374.941935484","512108.064516129","500356.925806452","488495.938709677","474676.664516129","466529.470967742","460013.54516129","493413.364516129","489588.851612903","481477.887096774","486790.838709677","483559.335483871","481644.35483871","483265.177296862","478063.32689211","474887.47020934","473497.721417069","473224","466648.297906602","469869.703703704","468812.00805153","466476.00805153","468149.00805153","540279","535382","537159","541261","559555","538238","533259","533970","532151","528799.79","527831.56","","",
"French Polynesia","PYF","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11385","11380","11364","11364","11364","11364","11364","10882","10844","10781","10781","10777","10777","10776","10777","10777","10777","10768","10770","10770","10766","10766","",
"Russian Federation","RUS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87086","86660","86151","86031","86075","85835","85542","85394","85286","85542","85253","84158","85194","85281","85292","85166","85248","85266","85266","85262","85375","85545","",
"Rwanda","RWA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
